lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
138,0,134.92075955902607,8,22,4,3,0,0,3,0
172,0,94.3212719863283,5,24,3,2,0,0,0,0
9,0,128.77601615056395,3,27,4,2,1,0,3,0
171,0,123.29809857510101,9,29,4,0,1,0,3,0
101,0,104.74231973075958,7,4,4,3,2,3,0,0
256,0,115.0,6,15,3,2,0,1,0,0
70,0,226.5059901765663,9,19,4,2,0,0,5,0
223,1,72.70403246032936,9,3,4,2,1,0,0,0
8,0,159.0,4,8,4,3,2,0,3,0
5,0,101.0,3,22,4,1,0,0,0,0
65,0,104.46401643666229,11,13,4,1,1,0,0,0
106,0,80.93007004953692,4,28,3,1,1,0,0,0
131,0,124.66293103142166,8,29,4,4,0,0,3,0
168,0,105.3,8,21,4,1,1,0,0,0
11,0,79.0,2,4,4,3,1,3,0,0
67,0,67.25974122252468,3,14,4,1,0,3,0,0
275,0,90.34048774039915,10,5,3,4,1,0,0,0
150,0,64.32794418543388,7,21,3,1,0,2,0,0
79,0,105.44171407836603,12,26,4,2,1,0,3,0
38,0,72.97732618635706,2,2,4,3,1,1,0,0
29,0,96.87557358053948,4,12,4,2,0,3,0,0
87,0,105.3,4,10,4,1,0,0,2,0
79,0,90.33887497079783,5,23,4,1,0,0,0,0
235,0,79.69722816734247,9,31,4,2,0,3,0,0
27,0,95.26177476427577,5,12,4,1,1,1,0,0
246,0,59.695551860049434,11,27,4,4,2,0,0,0
53,0,96.14648087437645,3,21,4,2,0,1,0,0
4,0,99.22138111170914,8,18,4,10,2,0,0,0
1,0,60.67108782586557,3,27,3,0,1,0,0,0
168,0,137.15523103881247,8,21,4,1,1,0,0,0
109,2,208.15555311678335,7,11,4,1,0,1,3,0
39,0,89.85965465493854,5,21,4,0,0,3,0,0
144,1,114.34178564411268,5,5,4,2,0,0,3,0
182,2,163.3653682244653,8,19,4,2,0,1,0,0
92,1,76.5,8,14,4,3,2,0,0,0
220,0,85.32306187330657,8,29,4,1,1,2,0,0
223,0,73.60478565585444,9,29,4,3,2,3,0,0
103,0,150.33343591403525,9,8,4,1,0,0,3,0
33,0,125.06578816078229,3,23,4,2,0,0,0,0
174,0,115.25928343191897,8,8,3,3,0,0,1,0
0,0,221.0,5,14,4,1,0,0,5,0
182,0,85.5,9,20,4,2,0,3,0,0
252,2,115.20284047385258,9,19,4,0,0,0,2,0
113,0,190.9513167856061,7,16,4,4,3,0,3,0
85,0,125.85095278080298,7,20,4,2,1,0,0,0
74,0,131.33870541735405,7,1,4,2,0,0,3,0
258,0,108.54064296867402,9,15,4,1,0,0,0,0
52,0,79.18015960678626,10,3,3,1,0,2,0,0
69,0,74.8,11,22,4,3,0,0,0,0
132,0,104.84904933229038,6,1,4,3,0,2,0,0
47,1,131.58643432244025,8,26,4,3,0,0,3,0
61,0,159.3,5,7,4,1,1,0,0,0
156,0,85.56402026203988,9,16,4,3,0,0,0,0
54,0,107.59941712221584,6,9,4,2,1,0,0,0
66,0,92.41402206561372,9,6,4,1,0,0,0,0
91,0,49.47345124963769,7,5,4,5,2,0,0,0
239,0,94.4014243208381,9,3,4,1,1,0,0,0
47,0,109.57203793187087,7,28,4,0,0,0,0,0
99,0,91.36446787710112,5,24,4,3,1,0,0,0
125,0,94.5,8,1,4,3,1,3,0,0
17,0,100.68341834240351,6,30,4,1,0,0,1,0
216,1,159.7748016016567,8,22,4,2,1,0,3,0
189,0,108.97317843033647,9,6,4,2,1,0,0,0
47,0,98.00441391304132,3,14,4,5,1,0,3,0
36,0,160.13065078471814,2,25,4,1,0,0,4,0
218,1,157.24787327338564,8,13,3,2,1,0,2,0
36,1,114.3,3,11,4,1,1,0,3,0
90,1,120.89062843848158,10,7,4,1,0,0,0,0
105,1,220.42744438763316,7,10,4,1,0,0,2,0
172,0,300.0,7,28,3,2,1,1,0,0
61,0,125.4626817222931,4,15,4,1,1,0,2,0
92,0,150.3,8,20,4,2,1,0,3,0
88,0,98.57386035651457,3,26,4,3,0,0,0,0
32,0,79.3086496411933,2,17,4,1,0,0,0,0
232,0,110.13947076639447,10,24,4,3,0,0,3,0
11,1,153.1664287156716,8,17,4,1,0,0,0,0
155,0,129.83199737929002,8,19,4,2,2,0,2,0
34,0,67.5,2,11,4,2,0,3,0,0
49,0,78.3,3,4,4,2,1,0,0,0
93,0,69.15632128047658,4,20,3,1,0,0,1,0
44,0,95.09787477287655,5,30,4,2,0,3,0,0
34,1,101.53156447978236,3,1,4,1,0,0,0,0
232,1,106.25,10,24,4,3,1,0,0,0
162,0,115.0,10,14,3,2,2,0,0,0
150,0,96.4449689479935,6,15,3,3,0,0,0,0
190,1,103.51350633175969,8,8,4,2,1,3,0,0
173,0,80.75,7,12,4,4,1,3,0,0
96,0,118.9919747461935,9,7,4,2,1,0,0,0
35,0,81.9,3,9,4,2,0,0,0,0
59,1,125.1,9,25,4,0,1,3,0,0
142,1,143.23211726457723,9,21,4,4,1,0,3,0
2,0,90.47667986840153,3,7,4,3,0,3,0,0
273,0,109.49912950546675,5,17,4,1,0,1,0,0
128,0,120.71350857940655,7,30,4,2,1,0,2,0
25,0,154.05498545934904,11,3,4,1,1,0,3,0
0,0,219.45303845434483,5,14,4,0,0,0,3,0
265,0,109.0,6,24,4,2,0,1,0,0
305,0,52.0,11,22,3,2,0,0,0,0
26,1,118.0555159283763,9,10,4,0,2,1,0,0
26,0,118.37913851407282,9,17,4,2,0,1,0,0
86,0,158.1927241981131,3,26,4,2,2,0,4,0
0,0,105.76167836490514,3,12,4,1,1,0,2,0
46,0,113.0402958252228,4,10,4,3,2,0,3,0
4,0,135.7944191759978,4,10,4,2,2,0,3,0
21,1,233.9156844825981,9,18,4,3,1,0,5,0
32,1,159.3,3,25,4,1,0,0,3,0
219,0,79.10455236053672,8,10,3,1,0,0,0,0
44,0,88.81637876211335,5,22,4,2,0,3,0,0
205,0,91.57118458966428,7,23,4,1,2,0,0,0
31,0,70.63957755402211,2,19,4,0,1,3,0,0
36,1,127.33120879876549,4,22,4,1,1,0,0,0
131,1,115.19520597935588,6,2,4,4,1,0,0,0
72,0,67.6695692954666,3,16,3,1,0,2,0,0
20,0,147.06918342993472,8,3,4,2,0,0,0,0
109,0,114.756268134618,11,24,4,3,1,0,1,0
213,1,166.06470470232108,7,21,4,2,1,0,4,0
245,0,109.64515978637876,6,6,3,2,1,0,0,0
222,0,68.77481624627136,9,11,4,2,1,0,0,0
38,1,128.9913133283144,9,26,4,4,0,0,2,0
100,0,105.02007597822387,10,16,3,1,0,1,0,0
125,0,87.0004570504431,7,2,4,1,2,2,0,0
180,1,90.01620079739295,9,26,4,2,0,0,0,0
80,0,188.44982992408654,9,15,4,3,2,0,4,0
49,0,89.24454861662713,2,22,3,5,2,0,3,0
229,0,111.45825844166973,9,5,4,4,0,0,0,0
69,0,149.4,9,15,4,1,0,0,3,0
84,0,125.87628824930087,6,19,4,2,1,0,0,0
0,0,96.66422033524528,9,9,4,0,1,3,0,0
30,0,81.9,2,10,4,1,0,0,0,0
61,0,135.340397736251,7,18,4,1,2,0,1,0
182,1,96.32237719757453,6,28,4,1,0,0,0,0
221,0,70.82261130193538,9,14,4,1,0,0,0,0
19,0,95.0,4,18,4,1,0,0,0,0
52,0,77.51469206427757,5,26,3,1,1,0,0,0
178,0,102.93961619752739,7,20,3,3,0,0,0,0
39,0,147.61216711524153,11,7,4,3,1,0,0,0
75,0,116.1,5,17,4,1,0,3,0,0
71,0,93.78150372634431,7,12,3,5,1,0,0,0
36,0,210.10032909383258,6,10,4,1,2,0,5,0
110,0,74.38860742439377,7,20,4,4,1,0,0,0
86,1,156.94615945724436,6,24,4,2,1,0,5,0
149,0,105.41595699535551,8,21,4,2,0,0,0,0
253,0,90.95,8,29,4,3,0,0,0,0
191,0,101.90356374045719,8,25,3,3,1,0,0,0
85,0,76.31417682399444,7,5,4,3,1,0,0,0
211,0,70.5070747572823,10,19,4,2,1,1,0,0
39,0,139.99442906928653,3,27,4,1,1,0,3,0
195,0,106.32967810852574,8,3,4,3,0,0,0,0
276,0,79.58196188547679,9,4,4,4,1,0,0,0
99,1,89.03193331518493,7,20,4,2,0,0,0,0
301,0,74.3402729922019,9,7,3,3,0,0,0,0
66,0,108.90263818633566,5,16,4,1,0,0,3,0
225,0,95.31777404025121,8,11,4,2,0,0,0,0
301,0,52.0,11,18,3,2,0,0,0,0
87,0,59.72184688350581,2,26,4,3,1,1,0,0
36,1,159.2147155721307,3,24,4,1,0,0,3,0
49,0,151.7482989003273,8,14,4,2,1,0,0,0
139,0,92.80479063343958,8,21,3,0,1,0,0,0
18,0,156.0,5,12,4,1,0,0,3,0
2,0,88.55140458686914,3,8,3,1,0,1,0,0
205,0,95.53694380025014,10,19,4,3,0,0,0,0
88,0,76.5,7,8,4,3,0,0,0,0
200,0,87.34566811209496,7,17,4,1,0,0,0,0
208,1,157.2556838471042,9,4,4,1,2,0,0,0
96,0,122.5588459617573,9,27,3,2,0,0,0,0
130,2,136.4648283366711,8,27,4,1,1,0,3,0
60,1,123.61271732415697,9,3,4,1,1,0,3,0
120,0,87.48287185495214,4,15,4,2,0,0,0,0
174,1,119.85862160790252,8,9,4,2,1,0,0,0
100,2,218.09115974295563,5,14,4,0,1,1,3,0
54,0,79.15730930455116,10,10,3,1,0,2,0,0
162,0,115.40129005709021,9,15,3,3,2,1,0,0
86,1,105.61056277279738,10,26,4,2,0,0,2,0
39,0,79.7874007019013,2,26,4,1,0,0,0,0
7,0,149.66760639654308,6,22,4,1,0,0,1,0
65,0,150.90113290810456,8,14,4,2,0,0,3,0
106,0,174.008647251452,6,19,4,2,0,0,3,0
211,0,77.31065909060679,7,22,3,3,0,0,0,0
140,0,116.53999844494467,6,9,4,2,1,0,2,0
152,0,114.62925268567551,8,19,4,3,2,0,0,0
14,0,125.37550879577273,4,27,4,1,1,1,0,0
94,1,74.34061161091998,9,25,4,2,0,0,0,0
29,0,162.05626556839718,6,18,4,2,1,0,4,0
50,0,116.86491791319482,10,4,4,2,0,0,0,0
193,1,81.81681239227805,7,3,4,9,2,0,0,0
259,0,100.3,9,29,4,3,1,0,0,0
156,1,130.31361939113066,8,1,4,2,0,0,0,0
159,0,117.70665149779245,8,4,4,1,0,0,0,0
168,0,99.45,8,5,4,2,2,0,0,0
128,0,122.76239661692696,8,16,4,3,0,0,3,0
2,0,89.0,3,9,4,1,0,3,0,0
112,0,191.45927970531616,10,8,4,2,1,0,5,0
17,0,135.99768962806598,2,8,4,2,0,0,0,0
259,0,89.10582105037385,9,5,3,3,0,0,0,0
88,0,112.64518127578313,5,28,4,4,1,1,0,0
82,0,79.2,11,21,4,1,0,3,0,0
28,0,100.2352266999408,2,7,4,5,1,0,1,0
173,0,90.06196815406155,8,13,4,4,1,0,0,0
35,0,151.83848702763672,4,27,4,2,0,0,3,0
35,0,158.77737941451932,4,11,4,2,0,0,3,0
28,0,279.5612790544344,9,27,4,3,0,0,5,0
18,0,148.50307030085827,4,24,4,0,0,0,0,0
34,0,213.66570255588954,7,20,4,0,1,0,5,0
13,0,40.884809944315826,4,26,3,1,1,0,0,0
149,1,114.20833251833322,7,3,4,1,1,0,2,0
4,0,137.11259522612139,4,10,4,4,2,0,3,0
64,0,138.21073288257205,7,8,4,3,0,0,3,0
171,0,102.74099706054602,8,22,4,2,0,0,0,0
147,0,91.05672085198312,7,25,4,2,1,0,0,0
6,0,91.52579270833499,3,22,4,1,0,0,0,0
179,0,111.80995626520684,7,30,4,2,0,0,0,0
231,1,109.65,9,19,4,3,0,2,0,0
4,0,109.0,8,1,4,1,1,3,0,0
7,0,131.71684379552985,9,4,4,1,0,3,0,0
197,1,112.56,9,27,4,5,2,0,0,0
145,0,100.2995139977691,5,4,4,4,0,1,0,0
208,1,120.09377381648359,8,16,4,2,2,0,0,0
4,0,110.0,9,29,0,1,0,0,2,0
10,0,130.20282055935053,2,16,4,2,0,0,2,0
134,1,93.31897070768972,6,15,4,2,0,1,0,0
131,0,114.33344463423941,5,13,4,1,0,0,2,0
116,0,70.20247981585894,2,28,3,1,2,0,0,0
32,0,125.39250693516472,7,11,4,2,0,0,0,0
29,0,137.33757016723197,5,20,4,2,1,0,3,0
106,0,121.37,7,17,4,5,2,0,3,0
242,0,103.87193836526707,9,7,4,2,1,2,0,0
322,1,112.17236457349836,5,17,3,3,0,1,0,0
99,0,79.42584327673185,2,19,2,1,0,0,0,0
80,0,134.62401945516103,8,1,4,5,2,0,0,0
213,1,102.58942075588509,9,4,4,4,1,0,0,0
135,0,99.86792088362002,4,20,4,7,2,0,0,0
8,0,111.61601152791621,4,30,4,1,0,0,0,0
250,0,97.6332634958332,9,28,4,2,1,0,0,0
141,0,85.48451986985317,6,28,4,2,0,2,0,0
22,0,122.38140585577017,7,16,4,1,0,0,0,0
44,0,212.0685209892168,3,18,4,3,1,0,5,0
14,0,115.60001909605023,7,8,3,4,2,0,0,0
106,0,109.18120227589479,5,4,3,1,0,0,0,0
17,0,85.0,2,6,4,1,1,0,0,0
171,0,108.9,10,3,4,3,0,0,0,0
154,0,95.2516337998031,8,23,4,2,0,0,0,0
19,0,156.0,5,11,4,1,0,0,3,0
17,0,101.95082718960651,11,25,4,2,0,0,0,0
26,0,150.89702128066605,6,22,4,2,2,0,1,0
19,1,150.25700069328298,8,17,4,3,1,0,3,0
285,0,83.6903854189234,10,16,4,2,1,0,0,0
153,1,122.8590700746414,8,30,4,2,1,0,3,0
142,0,130.39568207782764,7,9,4,3,0,0,0,0
75,1,135.0,10,13,4,5,1,0,0,0
64,0,149.4,9,16,4,1,0,0,3,0
152,0,134.32182437392365,7,16,3,4,2,1,0,0
11,0,58.163673576675166,2,3,2,3,0,1,0,0
232,0,107.73256024467096,9,5,4,2,0,0,0,0
155,0,103.5,8,11,4,1,0,3,0,0
22,0,118.94232741120139,9,19,4,1,0,2,0,0
82,0,107.1,8,14,4,1,1,3,0,0
141,0,243.5019567788442,7,4,4,2,1,1,5,0
26,0,103.67634237681305,10,25,4,2,0,0,0,0
103,0,141.40192589414227,7,18,4,3,0,0,3,0
72,0,135.9,8,15,4,2,0,0,0,0
304,0,89.0,11,3,4,2,0,0,0,0
269,0,76.92659323623971,12,23,4,6,2,0,0,0
3,0,65.0,10,10,2,0,0,0,0,0
171,0,125.22452332781914,10,3,4,2,0,0,0,0
75,0,186.91511757947973,5,9,4,2,0,0,3,0
94,0,76.5,7,22,4,3,0,0,0,0
278,0,104.12406964125493,10,1,3,1,1,0,0,0
177,1,130.14445092132266,8,3,4,3,1,0,0,0
1,0,141.47783409164452,8,8,4,2,0,0,0,0
18,0,116.47739205547204,9,2,4,0,1,3,0,0
103,0,102.9190794346673,4,27,4,2,0,0,0,0
3,0,95.13496839211976,4,12,4,1,0,2,0,0
155,1,186.92480142557176,6,22,4,1,1,0,5,0
36,0,97.2,10,2,4,0,1,3,0,0
26,0,147.29511570477632,4,31,4,3,0,0,2,0
10,0,75.90789538529602,11,18,4,13,5,3,0,0
82,0,134.032586823257,5,21,4,2,2,0,1,0
16,0,119.12714101296784,9,29,4,1,1,3,0,0
116,0,72.25,9,24,3,3,0,0,0,0
48,1,108.0,10,3,4,3,0,2,0,0
4,0,79.0,2,13,4,1,1,3,0,0
36,0,145.64633706104811,6,19,4,0,1,0,2,0
47,0,118.96621521617602,3,23,4,1,0,0,3,0
70,0,208.95625868021364,6,13,4,1,0,0,4,0
11,0,84.47638654340182,11,1,3,3,0,0,0,0
102,0,102.87974102308722,8,16,3,1,0,0,0,0
96,0,186.3,6,25,4,2,0,0,5,0
159,0,84.82617839931753,8,27,4,1,0,1,0,0
255,0,100.71086251819942,9,15,4,3,1,0,0,0
0,0,95.02788445124483,4,12,0,5,2,0,0,0
7,0,118.5458714844996,7,20,4,3,1,0,0,0
50,0,125.8316989348888,3,21,4,2,0,0,0,0
2,0,65.0,10,21,2,0,1,0,0,0
143,0,129.3990772071862,8,9,4,3,0,0,0,0
74,0,115.30161790240551,3,25,4,3,0,0,1,0
0,0,157.43118976966937,7,18,4,1,0,2,0,0
157,0,76.1542237165052,8,21,4,2,1,0,0,0
169,0,106.63845164080463,4,20,3,2,2,2,0,0
90,0,90.33618426960433,5,15,4,4,1,0,1,0
35,0,126.9,5,10,4,1,0,0,0,0
158,0,90.0307189699222,10,25,4,2,0,0,0,0
24,0,92.02957702383027,3,18,4,1,0,0,0,0
162,0,97.0035727436127,7,1,3,2,0,0,0,0
199,0,128.7,8,28,4,0,1,0,3,0
220,0,80.10630805157192,7,12,4,1,0,0,0,0
50,0,98.77585388558812,5,28,4,3,0,1,1,0
195,0,105.61119844445618,8,4,4,3,0,0,0,0
18,0,111.26861829491371,3,17,4,2,0,0,0,0
3,0,164.22275002941268,7,10,4,1,1,0,3,0
220,0,85.94284689715518,8,11,4,2,0,1,0,0
257,0,101.30339894023922,7,1,4,2,0,0,0,0
136,0,96.3624933618056,5,28,4,3,0,0,0,0
7,1,109.25268995657039,8,30,3,3,0,0,0,0
60,1,159.24844425003894,6,1,4,3,0,0,3,0
116,0,72.25,9,24,3,3,0,0,0,0
180,0,120.0,10,10,3,2,1,0,0,0
125,0,137.7156581471438,8,20,4,1,1,0,3,0
69,0,134.24643961273145,5,8,4,5,2,0,0,0
64,0,115.74210850704999,5,15,4,2,0,0,0,0
92,0,150.3,8,20,4,1,1,0,3,0
7,0,200.3014060871582,4,7,4,6,2,0,5,0
80,0,173.47447942591066,4,23,4,1,1,1,4,0
14,0,89.0,6,19,4,1,0,3,0,0
54,0,109.26228149943854,6,27,4,2,1,0,0,0
86,0,68.92070419828947,8,18,4,1,2,0,0,0
187,0,86.5,7,7,4,2,0,0,1,0
168,1,104.78639488869382,8,26,4,3,1,0,3,0
111,0,190.07996407404738,8,14,4,2,0,0,4,0
50,0,97.97688974886829,4,11,4,3,0,0,0,0
131,0,105.76339956591166,7,4,4,4,0,0,0,0
116,0,215.33181518438755,8,30,4,2,0,0,5,0
229,0,80.77986101940506,9,21,4,2,1,0,0,0
166,0,105.93474455238734,7,6,4,1,0,0,0,0
73,1,135.0,10,12,4,4,1,0,0,0
36,0,134.6678503494013,8,10,4,1,1,0,2,0
226,1,125.86757555026223,9,16,4,2,0,0,0,0
57,0,94.5,6,19,4,2,1,1,0,0
190,0,110.0,6,22,3,3,0,0,4,0
47,1,139.5,10,8,4,0,2,0,3,0
66,0,135.57377435152526,8,19,4,2,0,0,0,0
54,0,159.3,5,2,4,1,0,0,3,0
0,0,88.97908258061256,4,9,3,0,0,2,0,0
49,0,108.0,10,3,4,3,1,1,0,0
202,0,90.95,8,29,4,3,1,0,0,0
94,1,154.63244760274966,10,26,4,4,2,0,4,0
222,1,128.0440548975288,9,24,4,1,1,0,1,0
106,1,105.9770122894007,7,28,4,4,1,0,0,0
249,0,95.0161888097211,9,26,3,2,0,0,0,0
210,0,146.13680580840605,7,27,3,2,0,0,5,0
122,0,95.50670439431138,4,29,4,2,1,0,0,0
186,0,112.28482951813571,7,28,4,0,1,0,0,0
32,0,137.94997288158103,9,9,4,1,2,0,0,0
77,0,102.31060989691058,4,25,4,1,1,0,0,0
51,0,109.92187415486647,5,5,2,5,2,0,2,0
38,1,134.11154933137317,8,28,4,2,0,0,1,0
6,1,167.19920559516555,8,16,4,1,1,0,0,0
28,0,130.24802525273276,8,3,4,0,2,0,2,0
17,0,111.50509263249069,4,15,2,4,2,0,1,0
107,0,114.6428242047944,10,26,4,4,1,0,0,0
59,0,125.1,9,9,4,1,0,3,0,0
7,0,88.17455703896252,6,18,4,1,0,3,0,0
110,1,151.34357693617054,6,11,4,4,2,0,3,0
43,0,99.23373386805486,4,20,4,2,1,0,0,0
137,0,134.89584515646183,8,22,4,3,0,0,3,0
155,0,145.73921840391154,7,7,4,1,0,0,2,0
90,0,75.14740075739051,4,9,3,2,0,0,0,0
81,0,132.11202775282794,8,3,4,3,0,0,2,0
140,0,100.80988857880634,5,29,4,4,0,0,0,0
230,1,76.58936660364886,10,3,4,2,1,0,0,0
146,1,114.3,7,6,4,1,0,0,0,0
69,0,91.72465037166278,10,11,4,1,1,0,0,0
158,1,114.3,7,7,4,2,0,0,0,0
68,0,135.6127210132213,7,5,4,3,2,0,0,0
17,0,133.59029474754433,4,6,4,3,0,0,3,0
89,0,88.73368784333258,11,25,4,3,1,2,0,0
1,0,109.31009767638942,7,29,3,1,0,2,0,0
93,0,108.4791817313074,8,4,4,4,1,1,0,0
31,0,117.65970629554948,5,21,4,1,0,0,0,0
69,0,75.9742957023197,4,1,4,1,2,3,0,0
162,0,141.6280842206273,8,19,4,2,1,0,3,0
103,0,139.71560576376584,10,17,4,2,1,0,3,0
77,0,136.6501521080224,8,2,4,2,1,0,0,0
208,0,75.61210550292732,11,29,4,3,0,0,0,0
318,0,117.81105205692624,7,15,4,2,0,0,0,0
116,0,122.85615110696669,10,16,3,2,0,0,2,0
7,0,115.30451226480784,7,1,4,8,2,0,0,0
85,0,150.82041689428362,9,9,4,3,1,0,3,0
85,0,127.46137967123329,4,19,4,2,0,0,3,0
137,0,169.47867279862976,6,9,4,4,1,0,5,0
123,0,105.85526855429747,7,1,4,3,0,0,0,0
124,0,76.5,7,14,4,4,1,0,0,0
152,0,89.86851715793007,5,2,4,2,0,0,2,0
188,1,103.49633541858704,8,4,4,1,1,0,0,0
75,0,108.67428772845581,9,4,4,2,0,1,0,0
2,0,132.20911221326176,3,24,4,0,0,1,0,0
153,0,188.78749480856854,6,13,4,1,1,0,5,0
35,0,91.65158839554252,5,21,3,0,1,3,0,0
349,0,75.14753220565662,11,5,4,2,0,0,0,0
28,0,80.59901287718351,2,4,4,1,0,0,0,0
14,1,77.32526424904577,11,22,4,4,2,3,0,0
82,0,123.64922561802014,7,18,4,3,1,0,0,0
56,0,125.06414876048292,10,4,4,2,0,0,3,0
61,0,133.49011072595252,9,13,4,3,2,0,2,0
346,1,114.5945444014351,9,13,3,2,0,0,0,0
252,0,12.986824354252558,9,16,4,1,0,0,0,0
33,0,194.49784221697155,7,8,4,2,0,0,0,0
10,1,126.30161840732306,3,9,4,2,0,0,1,0
34,0,99.06094107198584,8,26,4,0,1,3,0,0
58,0,159.3,5,2,4,2,0,0,1,0
270,1,110.56528259446455,8,5,4,2,0,0,1,0
281,0,168.24639938401072,9,3,4,3,1,0,5,0
141,0,110.25420187477562,7,26,4,2,0,0,3,0
141,0,111.03910187128493,7,27,4,2,0,0,3,0
34,0,135.38200407003336,7,1,4,1,0,0,0,0
8,0,130.36775138270792,5,27,4,1,1,0,2,0
140,0,130.4190867835805,7,12,4,5,0,0,3,0
39,1,207.9,8,11,4,2,0,0,5,0
8,0,104.30214332979098,4,18,4,1,0,0,1,0
62,0,177.3360633773506,6,19,4,1,0,0,5,0
308,1,166.41976318939064,12,27,4,4,0,0,3,0
185,0,90.48060068209924,7,17,4,5,0,0,0,0
103,0,150.08441905300592,9,8,4,1,0,0,3,0
72,0,116.88501706755316,9,17,4,2,0,3,0,0
160,0,129.372994571193,3,25,3,2,0,0,1,0
35,0,132.14508513889004,5,20,4,1,0,0,3,0
168,0,98.42459277853786,8,2,3,4,0,0,0,0
99,0,94.5,7,25,4,2,0,3,0,0
38,0,119.00599098574716,3,21,4,3,0,0,3,0
36,0,150.3,6,1,4,2,1,0,3,0
166,1,104.0559560758432,8,5,4,1,1,2,0,0
258,0,106.20692592676318,9,15,4,3,0,0,0,0
60,0,126.88206974928443,11,18,4,2,1,0,3,0
252,0,67.42894945916483,11,14,4,2,0,3,0,0
210,0,100.1949455479726,5,20,3,2,0,0,0,0
154,0,118.80701879871349,9,15,3,2,1,0,0,0
112,1,221.21570980351248,9,5,4,2,0,0,1,0
150,0,120.62659395663178,7,5,4,5,2,0,0,0
281,0,88.86071190986749,10,28,4,2,1,0,0,0
111,0,89.4,10,24,4,2,1,3,0,0
168,0,84.88336644571638,4,22,3,2,1,0,0,0
16,1,91.0,2,15,4,2,0,0,0,0
163,1,145.95772103727305,8,23,4,2,0,0,0,0
144,0,100.56122046898963,6,23,4,4,0,0,1,0
168,0,85.0,4,22,3,2,1,0,0,0
6,0,132.7795000607137,3,2,4,2,0,0,2,0
48,0,101.49087847285297,4,11,4,2,1,0,0,0
187,1,105.86921224425517,8,27,4,1,2,0,0,0
94,0,71.99057689336354,10,17,4,1,0,0,0,0
153,1,123.13119716060548,8,8,4,3,1,0,2,0
75,0,135.0,10,20,4,1,0,0,0,0
52,0,95.39120457482404,2,28,4,0,1,0,2,0
108,0,87.86853596824204,4,29,4,2,1,3,0,0
101,0,107.28792054093803,9,16,3,1,0,0,0,0
78,0,90.91579383906661,4,8,4,1,0,0,0,0
133,0,120.58986852872977,6,6,4,4,0,0,2,0
47,0,76.98051485626746,11,11,4,2,1,3,0,0
70,0,107.08565854390226,5,26,4,2,1,0,0,0
66,0,128.6145398217729,3,3,4,1,1,0,2,0
157,0,16.140777338922394,3,22,4,4,0,0,0,0
99,0,151.04484379797518,9,19,4,3,0,0,3,0
36,0,124.73113751786697,9,4,4,1,1,0,3,0
144,0,94.19786978990308,7,15,4,1,0,3,0,0
28,0,97.02112967342083,4,15,4,2,1,1,0,0
166,0,131.52280986825713,10,1,3,3,0,0,3,0
231,0,94.5,8,27,4,1,0,3,0,0
36,0,88.0,12,8,4,3,0,3,0,0
5,0,93.04388163364015,3,1,3,1,0,0,0,0
10,0,105.88909912572588,2,25,4,2,0,0,3,0
223,0,70.66499224178867,10,26,4,4,2,3,0,0
151,1,110.83003253176504,7,10,4,2,0,0,0,0
15,0,92.41861667542301,11,17,4,3,2,3,0,0
220,0,84.40237896660561,11,29,4,1,1,0,0,0
158,0,114.3,7,8,4,2,0,0,0,0
9,0,214.85507763114546,5,12,4,3,2,0,5,0
84,0,94.5,6,12,4,3,0,3,0,0
54,0,73.95,2,4,4,2,2,0,0,0
9,0,99.12692375584858,8,16,4,2,1,0,0,0
4,0,140.0,10,2,4,0,0,3,0,0
72,0,107.53739660051737,7,5,4,1,0,2,0,0
156,1,106.61567756257624,8,12,4,4,2,0,0,0
10,0,79.0,2,8,4,1,1,3,0,0
28,0,102.05006979738492,4,16,4,2,1,0,0,0
95,0,110.62310192406181,5,21,4,2,2,1,0,0
11,0,177.274979496484,3,25,4,2,1,0,1,0
184,0,124.22944422938019,10,4,4,2,0,0,0,0
78,0,150.38106100483066,5,15,4,3,0,0,0,0
37,1,123.39104111596801,3,23,4,3,0,0,3,0
30,0,75.51477870541247,11,18,4,3,0,2,0,0
105,1,139.75774728318947,11,24,4,0,0,0,3,0
19,0,163.50533623736658,6,9,4,1,0,0,3,0
10,1,110.0,8,11,2,12,5,0,0,0
247,0,72.22087792077745,10,28,4,1,2,0,0,0
144,0,114.68279888572735,6,29,4,1,1,0,0,0
19,0,121.0,5,3,4,1,0,0,0,0
182,0,124.09580165060325,9,28,4,2,1,0,2,0
122,0,85.4223685668909,6,15,3,2,0,0,0,0
65,1,149.4,9,9,4,1,0,0,3,0
186,2,124.01078897448163,7,18,4,2,0,0,3,0
119,1,109.96812707004787,6,30,4,6,1,2,0,0
179,0,85.2866866418894,9,26,4,2,1,1,0,0
113,1,148.60123894964408,6,13,4,4,1,0,3,0
189,0,165.2942194747046,8,6,4,3,0,1,0,0
55,0,119.2314707445546,7,11,4,2,1,0,0,0
66,0,158.13939487821008,5,6,4,1,0,0,0,0
180,0,120.0,10,10,4,2,0,0,0,0
95,1,70.57593531247088,9,25,4,2,0,0,0,0
4,0,153.3938732011379,6,7,4,2,0,0,1,0
34,0,99.6592695984302,8,26,4,1,1,3,0,0
123,1,76.5,7,13,4,1,1,0,0,0
97,0,114.60789252559134,6,7,4,1,0,0,0,0
145,0,94.56829957904131,7,29,3,1,1,1,0,0
